video_id,ped_index,window_start,window_end,last_frame,frames_in_window,jaywalking_frames,jaywalking,crossing_pedestrians,avg_crossing_confidence,avg_crosswalk_max_prob,risk_score,location,time_of_day,weather,num_lanes,ages,vehicle_action
video_0001,0,0,49,49,50,20,False,2,0.9676,0.003,0.0,plaza,daytime,cloudy,2,"adult,senior",moving_slow
video_0001,0,10,59,59,50,30,True,2,0.9676,0.003,0.0,plaza,daytime,cloudy,2,"adult,senior",decelerating
video_0001,0,20,69,69,50,30,True,2,0.9676,0.0033,0.0,plaza,daytime,cloudy,2,"adult,senior",decelerating
video_0001,0,30,79,79,50,30,True,2,0.9676,0.0035,0.0,plaza,daytime,cloudy,2,"adult,senior",decelerating
video_0001,0,40,89,89,50,20,False,2,0.9676,0.0036,0.0,plaza,daytime,cloudy,2,"adult,senior",decelerating
video_0001,0,50,99,99,50,20,False,2,0.7802,0.0038,0.0,plaza,daytime,cloudy,2,"adult,senior",decelerating
video_0001,0,60,109,109,50,20,False,1,0.5927,0.004,0.0,plaza,daytime,cloudy,2,"adult,senior",decelerating
video_0001,0,70,119,119,50,30,True,1,0.5927,0.0037,0.0,plaza,daytime,cloudy,2,"adult,senior",decelerating
video_0001,0,80,129,129,50,30,True,1,0.5927,0.0035,0.0,plaza,daytime,cloudy,2,"adult,senior",decelerating
video_0001,0,90,139,139,50,30,True,1,0.5927,0.0035,0.0,plaza,daytime,cloudy,2,"adult,senior",decelerating
video_0001,0,100,149,149,50,20,False,1,0.5927,0.0032,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,0,110,159,159,50,10,False,1,0.5927,0.0029,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,0,120,169,169,50,0,False,0,0.0,0.0028,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,0,130,179,179,50,0,False,0,0.0,0.0026,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,0,140,189,189,50,0,False,0,0.0,0.0025,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,0,150,199,199,50,0,False,0,0.0,0.0025,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,0,160,209,209,50,0,False,0,0.0,0.0025,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,0,170,219,219,50,0,False,0,0.0,0.0025,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,0,180,229,229,50,0,False,0,0.0,0.0025,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,0,190,239,239,50,0,False,0,0.0,0.0024,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,0,200,249,249,50,0,False,0,0.0,0.0024,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,0,210,259,259,50,0,False,0,0.0,0.0024,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,0,220,269,269,50,0,False,0,0.0,0.0024,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,0,230,279,279,50,0,False,0,0.0,0.0025,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,0,240,289,289,50,0,False,0,0.0,0.0025,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,0,250,299,299,50,0,False,0,0.0,0.0026,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,0,260,309,309,50,0,False,0,0.0,0.0027,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,0,270,319,319,50,0,False,0,0.0,0.0027,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,0,280,329,329,50,0,False,0,0.0,0.0028,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,0,290,339,339,50,10,False,1,0.7593,0.0029,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,0,300,349,349,50,20,False,1,0.7593,0.0029,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,0,310,359,359,50,30,True,1,0.7593,0.003,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,0,320,369,369,50,40,True,2,0.7449,0.003,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,0,330,379,379,50,50,True,2,0.7363,0.0031,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,0,340,389,389,50,50,True,2,0.7249,0.0031,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,0,350,399,399,50,40,True,2,0.7162,0.003,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,0,360,409,409,50,30,True,2,0.7019,0.003,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,0,370,419,419,50,20,False,2,0.7019,0.003,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,0,380,429,429,50,10,False,2,0.7019,0.003,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,0,390,439,439,50,0,False,1,0.0,0.003,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,0,400,449,449,50,0,False,1,0.0,0.0031,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,0,410,459,459,50,10,False,2,0.5419,0.0032,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,0,420,469,469,50,20,False,1,0.5419,0.0033,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,0,430,479,479,50,30,True,1,0.5419,0.0034,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,0,440,489,489,50,40,True,1,0.5422,0.0034,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,0,450,499,499,50,50,True,1,0.5423,0.0034,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,0,460,509,509,50,50,True,1,0.5426,0.0031,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,0,470,519,519,50,50,True,1,0.576,0.003,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,0,480,529,529,50,50,True,1,0.6094,0.0028,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,0,490,539,539,50,50,True,1,0.6427,0.0031,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,0,500,549,549,50,50,True,2,0.7264,0.0032,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,0,510,559,559,50,50,True,2,0.8102,0.0035,0.0,plaza,daytime,cloudy,2,"adult,senior",accelerating
video_0001,0,520,569,569,50,50,True,2,0.8607,0.0039,0.0,plaza,daytime,cloudy,2,"adult,senior",accelerating
video_0001,0,530,579,579,50,50,True,2,0.9075,0.0042,0.0,plaza,daytime,cloudy,2,"adult,senior",accelerating
video_0001,0,540,589,589,50,50,True,2,0.9543,0.0043,0.0,plaza,daytime,cloudy,2,"adult,senior",accelerating
video_0001,0,550,599,599,50,50,True,2,0.9505,0.0045,0.0,plaza,daytime,cloudy,2,"adult,senior",accelerating
video_0001,0,560,599,599,40,40,True,2,0.9477,0.0047,0.0,plaza,daytime,cloudy,2,"adult,senior",accelerating
video_0001,0,570,599,599,30,30,True,1,0.943,0.0048,0.0,plaza,daytime,cloudy,2,"adult,senior",accelerating
video_0001,0,580,599,599,20,20,False,1,0.943,0.005,0.0,plaza,daytime,cloudy,2,"adult,senior",accelerating
video_0001,0,590,599,599,10,10,False,1,0.943,0.0053,0.0,plaza,daytime,cloudy,2,"adult,senior",accelerating
video_0001,1,0,49,49,50,50,True,2,0.9441,0.003,0.0,plaza,daytime,cloudy,2,"adult,senior",moving_slow
video_0001,1,10,59,59,50,50,True,2,0.9498,0.003,0.0,plaza,daytime,cloudy,2,"adult,senior",decelerating
video_0001,1,20,69,59,40,40,True,2,0.954,0.003,0.0,plaza,daytime,cloudy,2,"adult,senior",decelerating
video_0001,1,30,79,59,30,30,True,2,0.961,0.003,0.0,plaza,daytime,cloudy,2,"adult,senior",decelerating
video_0001,1,40,89,59,20,20,False,2,0.961,0.0031,0.0,plaza,daytime,cloudy,2,"adult,senior",decelerating
video_0001,1,50,99,59,10,10,False,2,0.961,0.0033,0.0,plaza,daytime,cloudy,2,"adult,senior",decelerating
video_0001,1,320,369,369,10,10,False,2,0.6457,0.0031,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,1,330,379,379,20,20,False,2,0.6457,0.0031,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,1,340,389,389,30,30,True,2,0.6457,0.0031,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,1,350,399,399,40,40,True,2,0.6851,0.003,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,1,360,409,409,50,50,True,2,0.7087,0.003,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,1,370,419,419,50,50,True,2,0.7401,0.003,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,1,380,429,419,40,40,True,2,0.7638,0.003,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,1,390,439,419,30,30,True,1,0.8031,0.003,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,1,400,449,419,20,20,False,1,0.8031,0.003,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,1,410,459,419,10,10,False,2,0.8031,0.0032,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,1,500,549,549,10,10,False,2,0.7257,0.0039,0.0,plaza,daytime,cloudy,2,"adult,senior",stopped
video_0001,1,510,559,559,20,20,False,2,0.7257,0.0039,0.0,plaza,daytime,cloudy,2,"adult,senior",accelerating
video_0001,1,520,569,569,30,30,True,2,0.7257,0.0041,0.0,plaza,daytime,cloudy,2,"adult,senior",accelerating
video_0001,1,530,569,569,30,30,True,2,0.7257,0.0041,0.0,plaza,daytime,cloudy,2,"adult,senior",accelerating
video_0001,1,540,569,569,30,30,True,2,0.7257,0.0041,0.0,plaza,daytime,cloudy,2,"adult,senior",accelerating
video_0001,1,550,569,569,20,20,False,2,0.7257,0.0041,0.0,plaza,daytime,cloudy,2,"adult,senior",accelerating
video_0001,1,560,569,569,10,10,False,2,0.7257,0.0043,0.0,plaza,daytime,cloudy,2,"adult,senior",accelerating
video_0002,0,0,49,49,50,50,True,2,0.6742,0.034,0.0,indoor,n/a,n/a,2,adult,stopped
video_0002,0,10,59,59,50,50,True,2,0.6934,0.0429,0.0,indoor,n/a,n/a,2,adult,stopped
video_0002,0,20,69,69,50,50,True,2,0.7593,0.0466,0.0,indoor,n/a,n/a,2,adult,stopped
video_0002,0,30,79,79,50,50,True,2,0.8252,0.0585,0.0,indoor,n/a,n/a,2,adult,stopped
video_0002,0,40,89,89,50,50,True,2,0.8719,0.0704,0.0,indoor,n/a,n/a,2,adult,stopped
video_0002,0,50,89,89,40,40,True,2,0.907,0.0754,0.0,indoor,n/a,n/a,2,adult,stopped
video_0002,0,60,89,89,30,30,True,2,0.9654,0.0752,0.0,indoor,n/a,n/a,2,adult,stopped
video_0002,0,70,89,89,20,20,False,2,0.9654,0.0906,0.0,indoor,n/a,n/a,2,adult,stopped
video_0002,0,80,89,89,10,10,False,2,0.9654,0.0958,0.0,indoor,n/a,n/a,2,adult,stopped
video_0002,1,30,79,79,50,50,True,2,0.6847,0.0585,0.0,indoor,n/a,n/a,2,adult,stopped
video_0002,1,40,89,89,50,50,True,2,0.7395,0.0704,0.0,indoor,n/a,n/a,2,adult,stopped
video_0002,1,50,89,89,40,40,True,2,0.7805,0.0754,0.0,indoor,n/a,n/a,2,adult,stopped
video_0002,1,60,89,89,30,30,True,2,0.8489,0.0752,0.0,indoor,n/a,n/a,2,adult,stopped
video_0002,1,70,89,89,20,20,False,2,0.8489,0.0906,0.0,indoor,n/a,n/a,2,adult,stopped
video_0002,1,80,89,89,10,10,False,2,0.8489,0.0958,0.0,indoor,n/a,n/a,2,adult,stopped
video_0003,0,0,49,29,30,30,True,1,0.8511,0.0154,0.0,plaza,daytime,clear,1,adult,accelerating
video_0003,0,10,59,29,20,20,False,1,0.8511,0.0136,0.0,plaza,daytime,clear,1,adult,accelerating
video_0003,0,20,69,69,20,20,False,1,0.9123,0.0097,0.0,plaza,daytime,clear,1,adult,decelerating
video_0003,0,30,79,79,20,20,False,1,0.9736,0.0072,0.0,plaza,daytime,clear,1,adult,decelerating
video_0003,0,40,89,89,30,30,True,1,0.9736,0.0079,0.0,plaza,daytime,clear,1,adult,decelerating
video_0003,0,50,99,99,40,40,True,2,0.882,0.0089,0.0,plaza,daytime,clear,1,adult,decelerating
video_0003,0,60,109,109,50,50,True,2,0.827,0.0086,0.0,plaza,daytime,clear,1,adult,decelerating
video_0003,0,70,119,119,50,50,True,2,0.7537,0.0088,0.0,plaza,daytime,clear,1,adult,decelerating
video_0003,0,80,129,129,50,50,True,2,0.7508,0.0091,0.0,plaza,daytime,clear,1,adult,decelerating
video_0003,0,90,139,139,50,50,True,2,0.7479,0.0089,0.0,plaza,daytime,clear,1,adult,decelerating
video_0003,0,100,149,149,50,50,True,2,0.8183,0.0098,0.0,plaza,daytime,clear,1,adult,decelerating
video_0003,0,110,149,149,40,40,True,2,0.8711,0.0104,0.0,plaza,daytime,clear,1,adult,decelerating
video_0003,0,120,149,149,30,30,True,2,0.9591,0.0111,0.0,plaza,daytime,clear,1,adult,decelerating
video_0003,0,130,149,149,20,20,False,2,0.9591,0.0123,0.0,plaza,daytime,clear,1,adult,decelerating
video_0003,0,140,149,149,10,10,False,2,0.9591,0.0163,0.0,plaza,daytime,clear,1,adult,decelerating
video_0003,1,90,139,139,50,50,True,2,0.6439,0.0089,0.0,plaza,daytime,clear,1,adult,decelerating
video_0003,1,100,149,149,50,50,True,2,0.6528,0.0098,0.0,plaza,daytime,clear,1,adult,decelerating
video_0003,1,110,149,149,40,40,True,2,0.6594,0.0104,0.0,plaza,daytime,clear,1,adult,decelerating
video_0003,1,120,149,149,30,30,True,2,0.6704,0.0111,0.0,plaza,daytime,clear,1,adult,decelerating
video_0003,1,130,149,149,20,20,False,2,0.6704,0.0123,0.0,plaza,daytime,clear,1,adult,decelerating
video_0003,1,140,149,149,10,10,False,2,0.6704,0.0163,0.0,plaza,daytime,clear,1,adult,decelerating
video_0004,0,0,49,49,50,50,True,1,0.8271,0.0132,0.0,plaza,daytime,clear,2,adult,decelerating
video_0004,0,10,59,59,50,50,True,1,0.8319,0.0117,0.0,plaza,daytime,clear,2,adult,decelerating
video_0004,0,20,69,69,50,40,True,1,0.8354,0.0117,0.0,plaza,daytime,clear,2,adult,decelerating
video_0004,0,30,79,79,50,30,True,1,0.8413,0.0138,0.0,plaza,daytime,clear,2,adult,decelerating
video_0004,0,40,89,89,50,20,False,1,0.8413,0.0153,0.0,plaza,daytime,clear,2,adult,decelerating
video_0004,0,50,99,99,50,10,False,1,0.8413,0.0166,0.0,plaza,daytime,clear,2,adult,accelerating
video_0004,0,60,109,109,50,0,False,0,0.0,0.0163,0.0,plaza,daytime,clear,2,adult,accelerating
video_0004,0,70,119,119,50,0,False,0,0.0,0.0157,0.0,plaza,daytime,clear,2,adult,accelerating
video_0004,0,80,129,129,50,10,False,1,0.8561,0.0138,0.0,plaza,daytime,clear,2,adult,decelerating
video_0004,0,90,139,139,50,20,False,1,0.8561,0.0139,0.0,plaza,daytime,clear,2,adult,decelerating
video_0004,0,100,149,149,50,30,True,1,0.8561,0.0145,0.0,plaza,daytime,clear,2,adult,decelerating
video_0004,0,110,149,149,40,30,True,1,0.8561,0.0151,0.0,plaza,daytime,clear,2,adult,decelerating
video_0004,0,120,149,149,30,30,True,1,0.8561,0.0155,0.0,plaza,daytime,clear,2,adult,decelerating
video_0004,0,130,149,149,20,20,False,1,0.8561,0.0166,0.0,plaza,daytime,clear,2,adult,decelerating
video_0004,0,140,149,149,10,10,False,1,0.8561,0.0183,0.0,plaza,daytime,clear,2,adult,decelerating
video_0005,0,0,49,49,50,0,False,1,0.0,0.0339,0.0,plaza,daytime,clear,2,"adult,child",decelerating
video_0005,0,10,59,59,50,0,False,1,0.0,0.0428,0.0,plaza,daytime,clear,2,"adult,child",accelerating
